VERTEX
100
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	45
46	46
47	47
48	48
49	49
50	50
51	51
52	52
53	53
54	54
55	55
56	56
57	57
58	58
59	59
60	60
61	61
62	62
63	63
64	64
65	65
66	66
67	67
68	68
69	69
70	70
71	71
72	72
73	73
74	74
75	75
76	76
77	77
78	78
79	79
80	80
81	81
82	82
83	83
84	84
85	85
86	86
87	87
88	88
89	89
90	90
91	91
92	92
93	93
94	94
95	95
96	96
97	97
98	98
99	99
100	100
NODE
1	2
1	11
2	3
11	21
3	4
21	31
4	5
31	41
5	6
41	51
6	7
51	61
7	8
61	71
8	9
71	81
9	10
81	91
11	12
2	12
12	13
12	22
13	14
22	32
14	15
32	42
15	16
42	52
16	17
52	62
17	18
62	72
18	19
72	82
19	20
82	92
21	22
3	13
22	23
13	23
23	24
23	33
24	25
33	43
25	26
43	53
26	27
53	63
27	28
63	73
28	29
73	83
29	30
83	93
31	32
4	14
32	33
14	24
33	34
24	34
34	35
34	44
35	36
44	54
36	37
54	64
37	38
64	74
38	39
74	84
39	40
84	94
41	42
5	15
42	43
15	25
43	44
25	35
44	45
35	45
45	46
45	55
46	47
55	65
47	48
65	75
48	49
75	85
49	50
85	95
51	52
6	16
52	53
16	26
53	54
26	36
54	55
36	46
55	56
46	56
56	57
56	66
57	58
66	76
58	59
76	86
59	60
86	96
61	62
7	17
62	63
17	27
63	64
27	37
64	65
37	47
65	66
47	57
66	67
57	67
67	68
67	77
68	69
77	87
69	70
87	97
71	72
8	18
72	73
18	28
73	74
28	38
74	75
38	48
75	76
48	58
76	77
58	68
77	78
68	78
78	79
78	88
79	80
88	98
81	82
9	19
82	83
19	29
83	84
29	39
84	85
39	49
85	86
49	59
86	87
59	69
87	88
69	79
88	89
79	89
89	90
89	99
91	92
10	20
92	93
20	30
93	94
30	40
94	95
40	50
95	96
50	60
96	97
60	70
97	98
70	80
98	99
80	90
99	100
90	100
